text,category
Exhausted &amp; frustrated! Link to a FB post abt my travel issue https://t.co/LaRKC8vc4s,Flight Issue
that's exactly the point. It fits. I'm premier access. Boarding group 2. This was a return ticket. I've been doing this for 15 yrs,Satisfied
"fucked up, then voided my ticket, and KEPT MY MONEY.  Not even an apology. I will never fly with your airline again. #UnitedAirlines",Flight Issue
Thank you!,Satisfied
My favorite way to travel! Thank you! http://t.co/vGN2X1ckg0,Satisfied
"but if i tweet the ID number, won't that reveal my home address to anyone on the web?",Luggage Issue
I filed a delayed bag report on Saturday! my flight was cancelled and I never went anywhere!,Flight Issue
#albanyairport delayed departure to check bags at gate claiming space filled and walk on to open spaces a delay #poorcustomerservice,Flight Issue
you cancelleded our flights for no reason &amp; now we have been on the phone for AN HOUR on our vacation. Why?,Flight Issue
of course I did. The bag should be here by now :( #frustrated,Luggage Issue
gate announcement states delay due to maintenance yet app says Late Flight arriving aircraft  tell the truth!,Flight Issue
you are easily the worst company I have ever experienced. You have lost someone's personal possessions &amp; you couldn't care less!....,Luggage Issue
how can your app show arriving aircraft is early but departing flight is delayed due to Late Flight arriving aircraft?,Flight Issue
already did that at the airport and 12 hrs Late Flightr its still not here! you guys are really killing me today. trying to stay positive..,Luggage Issue
really?  Someone called in sick and then someone FORGOT to call a replacement?!  Now an hour Late Flight to take off. #theworst,Flight Issue
has been such a disappointment today. Simply put. Rather unpleased with things currently. Flight delayed; cant wait to just get home,Flight Issue
thank you,Satisfied
by the time I finally get to Dallas I could have driven with less frustration and cheaper.,Flight Issue
"I'm trying to get to my final destination, we need compensation. Just about 2hrs of personal time wasted.",Flight Issue
he has no priority and Iove it,Satisfied
Pleased to be a Premier Platinum,Satisfied
how can you not put my bag on plane to Seattle. Flight 1212. Waiting  in line to talk to someone about my bag. Status should matter.,Luggage Issue
my flight was delayed due to maintenance in LIT and caused me to miss my connection at IAH to MSY. Can you help?,Flight Issue
#UnitedAirlines Pls Fix #AspenBaggageFail issues. Had to pay my own way to #Aspen after flight cancelled. Left us in the cold in DEN.,Flight Issue
Thank you “:  I can certainly take a look. Please follow and DM me your confirmation number for assistance. ^JH”,Satisfied
In the process of recovering their car rental - condo rental $ in Florida. They called #United for an alternate flight #NOANSWER,Flight Issue
thanks for listening! I definitely was not the only person in line who thought it was absurd.,Satisfied
We've been waiting on tarmac for &gt;1hr because apparently UA1116 is overweight &amp; we returned to gate. #WTF #fb,Flight Issue
ok. I just submitted. Thanks for the opportunity to give feedback.,Satisfied
Big thanks to Ms. Winston for assisting me over the phone with a baggage claim issue today. She really went the extra mile!,Satisfied
"I will, as soon as I am done with my article.  Thanks!  ~Tom",Satisfied
We've had a ton of problems with getting our bags and have been given the run around for a day. Whats up with that?,Luggage Issue
have been waiting 2 days for my military bags from an airport 3 hours away from me. Horrible.,Luggage Issue
Ok thank again for your help!,Satisfied
flight 1491...plane from SFO to DEN is basically on time.,Satisfied
thanks. Just a program comment; the system assigned seats behind each other even though pairs were available. I changed it back.,Satisfied
20 min more delays to flt 2086 at sfo 2 load 2 more pax makes no sense. Will strand many of us overnight at ORD due to missed cnxns,Flight Issue
"Heads up We didn't check 8 bags, 2 we checked arrived, those aren't claim #s for our 2. Other people's bags? http://t.co/dplQ3mhQGD",Luggage Issue
"This must be a drone “:  We understand your frustration. Our Bag team is working hard to get your bag(s) to you...""",Luggage Issue
well that's big of you but I don't have terribly high expectations at this point.,Flight Issue
Please than Robin at EWR Premiere Desk for helping me get on a an earlier flight. She did the work.  Huge thanks.,Satisfied
"Ok thank you, do you provide complimentary hotel accommodations since I'll have to stay overnight?",Flight Issue
"really? 3 hr delay, 4 gate changes, &amp; you boarded us, sent us back up, &amp; boarded us again.  Won't change our flight. Can we go now?",Flight Issue
"that would help! or how about integrate it into the App so I can just ""activate"" it and surf...",Satisfied
when an airline causes the missed connection u would think they would take whatever steps to remedy that screw up.,Flight Issue
Flight UA1270 is descending into farce and we haven't left EWR yet. Is this going to get any worse?,Flight Issue
45+ min at EWR baggage claim #stillnobags #ridiculous,Luggage Issue
"On a standby to Denver, which has been delayed, and a confirmed to Aspen, whose flights have been cancelleded all day. 0 confidence.",Flight Issue
yes at 2am...but now back on a plane again and delayed again due to baggage loading issue... http://t.co/NfAQHhr09j,Flight Issue
at what pt do u just cancelled!  Finally got stndby 4 1pm flight. What a day!  #missedWork #clientNotHappy http://t.co/sUPrLfOi8T,Flight Issue
thank YOU for your kindness. Your agents went above &amp; beyond to get my stranded family home.,Satisfied
look at this beauty 😉 dc 10 united airlines 😉 http://t.co/MvYoizRPdE,Satisfied
"the ones who suffer. I understand delays, I don't understand trying speed up a process that has been delays to this extent.",Flight Issue
"2 cancelleded flights Late Flightr, agent claimed she put me on a new flight but then cancelleded it. Coworker got on flight- now delayed. Now?",Flight Issue
"of urgency, but this is ridiculous. Your ceo claims to be customer focused, yet when delays happen, planes sit and customers are",Flight Issue
I wasn't asking for a full refund but delaying me 3 hours and giving no reason should be enough to give partial credit,Flight Issue
ok thx!,Satisfied
"18 flights so far this year. 13 delays including 2 cancelledations.  Late Flightst reason, crew needed mandatory sleep. IN MEXICO!",Flight Issue
great to hear Thankyou so much. Greatly appreciate your replies. Feel much more settled now.,Satisfied
counter agents at RDU deserve a medal. #thankyou,Satisfied
The saga of the  bag delay w/  - will there be a reunion or will she be forced to go shopping? Stay tuned.,Luggage Issue
thank you. Literally called for preboarding as I ran up.,Satisfied
that's brilliant Thankyou so much. Is it classed as part of carryon?,Satisfied
thank you for listening to my compliant and doing the right thing. I appreciate you working with me,Satisfied
we've been here since 3am and you've cancelled our flight twice,Flight Issue
no chance I wait in ORD all afternoon for another flight after you screwed me. Hold 5396,Flight Issue
UA5396 can wait for me. I'm on the ground trying to get to the gate after we were moved to B. This is crap.,Flight Issue
better just keep connection from ORD To FWA that boards in ten minutes open until I get off the plane that just landed an hour Late Flight,Flight Issue
Great! I'm ready to go home.,Satisfied
wow you even answered back!  Awesome!   That's customer service!!! #usairwaysfail,Satisfied
"Oh, we are sure it's not planned, but it occurs absolutely consistently, it's usually the only YYJ flight that's cancelled daily.",Flight Issue
: outsource it all United Airlines...your customers  are just loving you for it. Outsource. Outsource. Outsource.,Satisfied
Thank you! You need to follow back tho otherwise I can't DM you. X,Satisfied
Just sent! Thanks :),Satisfied
already missed  connection ugh,Flight Issue
flight 3763 IAd-Sat. We're on the outdoor track for an hour,Flight Issue
u would not be able to rebook me to get home any sooner than a now 2hr delayed flight.  #linesforever #customerservice #fail #again,Flight Issue
#unitedairlines so is it 6:20 pm or 12:20?   ORD ABQ 3709.   I can't even take a walk without missing a change.,Flight Issue
"your SFO-YYJ fight is cancelled several times each week, why even bother?",Flight Issue
How do I get reimbursed for hotel and taxis for the cancelledation?,Flight Issue
", last week shanghai to sfo 858 delay 5hrs bc of engine. today sfo-sea delay to ""sick pilot"". no compensation. They Do. Not. Care.",Flight Issue
We're hoping to hear from you actually.,Flight Issue
"shes been rescheduled for today, but with the frigid cold, being a possible reason for ""maintenance"" it could be the same issue 2day",Flight Issue
"a) she's an international. Her phone is on the fritz, I had to get to Chicago from nearly 4 hrs away to figure everything out.",Flight Issue
"sorry for the delayed response. It was UA #381 Chicago to San Fran. Held up for almost an hour on the Tarmac. Also, lost my bags",Luggage Issue
thank you very much for the help. We're do I pick up my bags aspen airport &amp; are they coming in today on flight911,Satisfied
"I'd say most of the public can't extend their vacation a week, point is why advertise multiple flights you can't honor?",Flight Issue
"cancelleds flt from EWR. ""No crew"".Tells wife &amp; 4 yr old to ""get to NY to catch "" to YYZ! Good #customerservice is dead.",Flight Issue
"Now arriving a day and a half Late Flightr than supposed to. Lesson of the day, don't believe verbal or written confirmations from United",Flight Issue
